ApArtId	AP Art	AP Status	AP Start im Jahr	AP Stand Umsetzung	Pop Guid	Pop Nr	Pop Name	Pop Status	Pop bekannt seit	Pop X-Koordinaten	Pop Y-Koordinaten	TPop Guid	TPop Nr	TPop Gemeinde	TPop Flurname	TPop Status	TPop Status unklar	TPop Begründung für unklaren Status	TPop X-Koordinaten	TPop Y-Koordinaten	TPop Radius (m)	TPop Höhe	TPop Exposition	TPop Klima	TPop Hangneigung	TPop Beschreibung	TPop Kataster-Nr	TPop Verantwortlich	TPop für AP-Bericht relevant	TPop bekannt seit	TPop EigentümerIn	TPop Kontakt vor Ort	TPop Nutzungszone	TPop BewirtschafterIn	TPop Bewirtschaftung	TPop Lage repräsentiert Population	Massn Guid	Massn Jahr	Massn Datum	Massn Typ	Massn Massnahme	Massn BearbeiterIn	Massn Bemerkungen	Massn Plan vorhanden	Massn Plan Bezeichnung	Massn Fläche m2	Massn Form der Ansiedlung	Massn Pflanzanordnung	Massn Markierung	Massn Anz Triebe	Massn Pflanzen	Massn Anz Pflanzstellen	Massn Wirtspflanze	Massn Herkunftspopulation	Massn Sammeldatum	Massn MutWann	Massn MutWer	
35200	Anthericum ramosum L.	kein Eintrag			B8D8D55E-7157-41A7-A483-3D52C6BECA53	1	Eglisau, Chüehalden	nur angesät	2004	682230	270730	24beb46a-1f2e-11e1-9fe9-003048cd3590	2	Eglisau	Chuehalden, 2011	angesiedelt, vor Beginn Aktionsplan			682175	270745								Karin Sartori	1	2011							5691d8fa-1f2e-11e1-9fe9-003048cd3590	2011	2011-11-10 00:00:00	Ansiedlung: Ansaat		Karin Sartori	mit Chiara	1												2011-12-05 11:47:47	sartori	
35200	Anthericum ramosum L.	kein Eintrag			9AC2E7F4-891E-4145-A7EE-2AB178ADF03D	2	Eglisau, Förlibuck	nur angesät	1998			206F7D80-0095-4DE6-95A3-75CDBDDB963E	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	1998						0	5AE839A6-56E7-4096-9446-6ABA09F69FA2	1998	1998-10-01 00:00:00	Ansiedlung: Ansaat			Liste Saatgut seltene Arten (Stand August 97)	0										E3	34179	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			9AC2E7F4-891E-4145-A7EE-2AB178ADF03D	2	Eglisau, Förlibuck	nur angesät	1998			206F7D80-0095-4DE6-95A3-75CDBDDB963E	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	1998						0	DFC1D3C5-B06D-4AFA-880C-476619D759C4	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat			ev. etwas unreif, viel von  Rehen gefressen	0										E3	35236	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			9AC2E7F4-891E-4145-A7EE-2AB178ADF03D	2	Eglisau, Förlibuck	nur angesät	1998			206F7D80-0095-4DE6-95A3-75CDBDDB963E	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	1998						0	E7422AC1-5486-4201-ADE1-A0B8EC34F851	2001	2001-10-17 00:00:00	Ansiedlung: Ansaat			Hülle noch grün; Samen verm. Reif	0										E3	35671	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			13EF89B4-DC5D-4142-BB1C-6BB924E3E1A8	3	Eglisau, Geissbuck	nur angesät	1999	682300	268500	254A295C-8FE4-4BF2-91CC-2F67533BD04B	1	Eglisau	Geissbuck	nur angesät	0		682300	268500									1	1999						1	377D016E-74A1-4E44-9E3D-C7FFEC791926	1999	1999-12-01 00:00:00	Ansiedlung: Ansaat				0										Förlibuck/E3	35236	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			75A9DA70-6717-48FE-9371-60736926E688	4	Hüntwangen, Gentner	nur angesät	1995			C22EDF15-5543-4AB7-9C78-D86E0749B464	1	Eglisau	Gentner, 5.6	nur angesät	0		681000	271400									1	1995						0	9E208514-6144-4B75-9D31-A1E15DE149C7	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Förrlibuck, E	35975	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			75A9DA70-6717-48FE-9371-60736926E688	4	Hüntwangen, Gentner	nur angesät	1995			CA19B74B-90E8-4740-B74A-B324B1506AF3	2	Hüntwangen	Gentner, 30.4	nur angesät	0		681000	271400									1	1995						0	8B9F2C96-E7F4-469A-825F-9CF72148A1CC	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Förrlibuck, E	35671	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			5BB4F956-9FA1-4E12-82A8-975FBE389095	5	Glattfelden, Berg West	nur angesät	2004	680100	268715	AA8573D6-B66B-403A-953E-21FB5BC60002	1	Glattfelden	Berg West	nur angesät	0		680100	268715	25	430						Isabelle Flöss	1	2004						1	70E3029E-09A3-454B-ABE1-391F3C92893A	2004	2004-12-01 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Kloten, Eigental, Wiese Neuhaus		2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			09E501AD-C56E-4AB9-BF9D-213E42B50F05	6	Glattfeldenm, Schwendlilrain	nur angesät	2005	679155	268885	FCCC1712-11C1-440A-A81A-5DD15A180807	1	Glattfelden	Schwendlirain	nur angesät	0		679155	268885	77	400				Kiesfläche, 2004 neu gestaltet		Isabelle Flöss	1	2005						1	1BE67730-DAA1-4206-AA5C-E489A64D4CBC	2005	2005-03-19 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Weiach, Fasnachtsflue	2004	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			CF47898E-775F-479C-8278-C1780FD2DFE9	7	Hüntwangen, Loch Nord	nur angesät	1998			BDDD2D7F-F8CE-4F57-BD47-AF4BB1055CB9	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1	1998						0	3A7FA5D3-DC93-4EB6-A91A-E1E80C69B3F2	1998	1998-10-01 00:00:00	Ansiedlung: Ansaat			Liste Saatgut seltene Arten (Stand August 97)	0										E3	34179	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			CF47898E-775F-479C-8278-C1780FD2DFE9	7	Hüntwangen, Loch Nord	nur angesät	1998			BDDD2D7F-F8CE-4F57-BD47-AF4BB1055CB9	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1	1998						0	AC1A0D44-D4EE-455B-8874-CC9ADC4DB22A	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat			ev. etwas unreif, viel von  Rehen gefressen	0										E3	35236	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			CF47898E-775F-479C-8278-C1780FD2DFE9	7	Hüntwangen, Loch Nord	nur angesät	1998			BDDD2D7F-F8CE-4F57-BD47-AF4BB1055CB9	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1	1998						0	90F3D554-1D29-4402-A625-0DFFF4351528	2001	2001-10-17 00:00:00	Ansiedlung: Ansaat			Hülle noch grün; Samen verm. Reif	0										E3	35671	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			CF47898E-775F-479C-8278-C1780FD2DFE9	7	Hüntwangen, Loch Nord	nur angesät	1998			BDDD2D7F-F8CE-4F57-BD47-AF4BB1055CB9	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1	1998						0	8AB0DE9A-F15D-44E3-A6B6-01466042487A	2002	2002-10-01 00:00:00	Ansiedlung: Ansaat			Hülle noch grün; Samen verm. reif	0										E3	35975	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			30F86E00-23ED-416E-8012-DBF2C3E87E24	8	Hüntwangen, Loch süd	nur angesät	2004	680850	271650	D1B7DBB9-0665-4687-8C05-D944DB4CF713	1	Hüntwangen	Loch Süd	nur angesät	0		680850	271650	100	380				Ebene mit Sand, Kies und Schotter		Isabelle Flöss	1	2004		Hansruedi Schudel				1	56E2DA1D-AAEC-44E0-A688-F2CEDD98D1DC	2004	2004-12-10 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Weiach, Fasnachtsflue	2004	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			DD87CB5C-F839-43F4-BB49-9619E8FC4F4D	9	Regensberg, Mandach	nur angesät	2005	675600	259625	CA275D38-9D45-4FCF-A1F7-2F4A10D64F76	1	Regensberg	Mandach	nur angesät	0		675600	259625	85	560				bestehende Wiese, im Herbst 2004 stark ausgelichtet		Isabelle Flöss	1	2005						1	97B528A4-DED5-4769-BDE6-C96B0FEEB3AD	2005	2005-01-11 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Eigental	2004?	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			83B331BE-7B37-47E9-B756-F76A71D67CD5	10	Regensberg, Schmidhalden	nur angesät	2005	675725	259800	0E060BCE-0E93-4C32-A739-5F9008E0EC3C	1	Regensberg / Steinmaur	Schmidhalden	nur angesät	0		675725	259800	150	520						Isabelle Flöss	1	2005						1	6AC9543A-8BEB-414E-9624-E057FC027BB5	2005	2005-01-11 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Eigental	2004?	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			1E028982-91CD-489F-AA2E-7452D32A59E1	11	Wasterkingen, KG Rain	nur angesät	2005	677950	271750	318691B7-A8C5-49A9-AE17-6DF8ADCAB1EA	1	Wasterkingen	KG Rain	nur angesät	0		677950	271750		405				2004 neugestaltete Fläche		Isabelle Flöss	1	2005						1	5D4D112B-A780-4F71-B8DC-AB826B6275C9	2005	2005-03-19 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Weiach, Fasnachtsflue	2004	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			8C1DA12D-18D8-4847-AA50-94EF63053A51	12	Weiach, Steinlochäcker/ Leberen	nur angesät	2004	675475	268800	5909B451-27EB-42B5-BB27-1DE6A0DD2C63	1	Weiach	Steinlochäcker/Leberen, West, Mitte	nur angesät	0		675475	268800	90	380				Sandfläche, S-exponiert		Isabelle Flöss	1	2004						1	72DF0CD3-D1EE-46F9-8319-FF032E84B2F3	2004	2004-11-26 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss	zusätzliches Aussaatdatum 16.12.2004	1		41400	flächig							We 4/Weiach, Fasnachtsflue	36748	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			F14DA3CE-F3D6-4D4A-A92F-C7995AD94545	13	Glattfelden, Schneggen	nur angesät	2006	679700	268800	EDB369E1-4481-4E1B-B5E3-D56297055E4E	1	Glattfelden	Schneggen	nur angesät	0		679700	268800	20	410						Hansruedi Schudel	1	2006						1	CE66D479-C3FA-4B27-A260-A2DF6FCF57E3	2006	2006-08-22 00:00:00	Ansiedlung: Ansaat		Hansruedi Schudel	1. Ansaat 23.02.06	0										Bifig-Stein	24.62005	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			ED374C97-64B8-4AE4-883F-0D0B3B1ACBBA	14	Glattfelden, Schwendlirain	nur angesät	2005	679200	268800	61B230DB-1E18-4B6B-9638-58389155A5DB	1	Glattfelden	Schwendlirain	nur angesät	0		679200	268800	20	420						Hansruedi Schudel	1	2005						1	A23C3379-C9C0-499D-BC0E-6DCBFCF7109F	2005	2005-03-19 00:00:00	Ansiedlung: Ansaat		Hansruedi Schudel		0										Weiach/Fasnachtsflue	31.12.2004	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			56613133-035C-4A5A-B897-E0ACFBFBA558	15	Birmensdorf, Gloggenmaas	nur angesät	2006	675590	246042	CC28F12F-B858-4BDB-9E81-71F1B432DE6A	1	Birmensdorf (ZH)	Gloggenmaas	nur angesät	0		675590	246042								Andreas Keel	1	2006						1	90A4ACB0-C68F-4598-8B9D-798D49C40808	2006	2006-11-08 00:00:00	Ansiedlung: Ansaat		Andreas Keel		1	Saatmischung SG									Oberleimbach	2006	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			DD618303-DEF3-4C08-8584-761C9A8DD43D	16	Wettswil, Filderen	nur angesät	2008	677404	243606	8D4149B9-6CB2-4E1A-95AD-84A0FB83B808	1	Wettswil	Filderen	nur angesät	0		677404	243606								Charlotte Salzmann	1	2008						1	8118452E-3D6C-464A-9F07-E0D3BD76E177	2008	2008-10-21 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann	mit KS, MV, Heidi	1										Fallätsche		2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			217A8B7C-B0E0-427A-BA99-6384239772D8	17	Weiach, KG Rüteren	nur angesät	2009	675792	269021	F631A33A-802B-4408-B982-7E9CECFBAE03	1	Weiach	Böschung Ost, Fl. 15	nur angesät	0		675792	269021									1	2009						1	1B7B1CAF-28F3-43C3-B074-98D594442C8B	2009	2009-09-07 00:00:00	Ansiedlung: Ansaat	Saatgutübertragung			1										Stein W4	25.6.09	2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			75C9E2C4-79FB-4257-98EA-DF88C250350D	18	Weiach, Schlammabsetzbecken West	nur angesät	2009	675886	269076	8E1E09C8-CC45-44F0-868B-262E06B61FD8	1	Weiach	Becken West, Fl. 102, LiWa	nur angesät	0		675886	269076								Regula Langenauer	1	2009						1	5345D288-136B-4C9F-B154-935504ABCFE3	2009	2009-11-19 00:00:00	Ansiedlung: Ansaat		Regula Langenauer	mit ChS, MB, Equippe (Christoph, Yves)	1										Küssaberg		2010-03-27 00:00:00	KarinMarti	
35200	Anthericum ramosum L.	kein Eintrag			8264783F-BC68-4312-8D87-7958B11C661F	19	Glattfelden, Huser	nur angesät	2003			E3E9273D-3C12-40DA-9E0B-C66AC47505CA	1	Glattfelden	Huser	nur angesät	0		680644	268270								Hansruedi Schudel	1	2003						0	B316AF25-22F4-41D5-8DAF-82DB99150ADE	2003	2003-11-06 00:00:00	Ansiedlung: Ansaat		Hansruedi Schudel	Ansaat, 9.9.2003 und 6.11.2003 und 5.2.2004	0										We4/Stein	15.6.03	2010-03-27 00:00:00	KarinMarti	
36700	Anthyllis vulgaris (W. D. J. Koch) A. Kern.	kein Eintrag			A3995AE0-9196-4882-A625-BC5CBFFE2DD4	1	Steinmaur, Steinbruch	nur angesät	2005			E3F17176-1AF1-47BC-A183-1050B4A70B5C	1	Steinmaur	Lägernsteinbruch	angesiedelt, nach Beginn Aktionsplan	0		676000	259800	50	500				03/04 neugestaltete Fläche		Isabelle Flöss	1							0	9FFA254F-885F-444D-8EFE-C4E7D160B9EA	2005	2005-01-11 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		1										Boppelsen	2004?	2012-11-12 08:27:34	luedi	
36700	Anthyllis vulgaris (W. D. J. Koch) A. Kern.	kein Eintrag			B66D640A-580D-49CC-A835-A12B8FD3FCFC	2	Regensberg, Mandach	nur angesät	2005	675600	259625	8B4BBE9E-B796-4E8F-81C1-D537984F6847	1	Regensberg	Mandach	nur angesät	0		675600	259625	85	560				bestehende Wiese, im Herbst 2004 stark ausgelichtet		Isabelle Flöss	1	2005						1	28100FCF-55FB-4464-ADD4-565C07ABF9F9	2005	2005-01-11 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Boppelsen	2004?	2010-03-27 00:00:00	KarinMarti	
36700	Anthyllis vulgaris (W. D. J. Koch) A. Kern.	kein Eintrag			34637FAB-F019-45A0-8853-BDBAB6ADC1D9	4	Schneggen	angesiedelt, nach Beginn Aktionsplan		679700	268800	33D939F6-F28B-47B2-AEA9-6292CF6D4B39	1	Glattfelden	Schneggen	angesiedelt, nach Beginn Aktionsplan	0		679700	268800	20	410						Hansruedi Schudel	1							1	21E1AE7B-E15A-48F9-8B72-208DFA770FDB	2006	2006-08-22 00:00:00	Ansiedlung: Ansaat		Hansruedi Schudel	1. Ansaat 23.02.2006	0										Gentner	28.6.2004	2010-03-27 00:00:00	KarinMarti	
36700	Anthyllis vulgaris (W. D. J. Koch) A. Kern.	kein Eintrag			11AD227B-D8E4-47C3-9B04-5FB585F01BFF	5	Hüntwangen, Muren	angesiedelt, nach Beginn Aktionsplan		679800	271600	13214C04-8AEF-42B2-BE15-5ACE7C71FFBB	1	Hüntwangen	Muren	angesiedelt, nach Beginn Aktionsplan	0		679800	271600	30	385						Hansruedi Schudel	1							1	D59AA564-DAE4-4BC4-9932-6BCF541F92B5	2006	2006-08-25 00:00:00	Ansiedlung: Ansaat		Hansruedi Schudel		0										Zweidlerhardt & Gentner	20.7.06	2010-03-27 00:00:00	KarinMarti	
36700	Anthyllis vulgaris (W. D. J. Koch) A. Kern.	kein Eintrag			A4686FB0-2EAE-4A18-A653-B4C8A57250FF	6	Glattfelden, Schwendlirain	angesiedelt, nach Beginn Aktionsplan		679200	268800	5A66C317-D099-4CD1-A5F5-7C588D25020D	1	Glattfelden	Schwendirain	angesiedelt, nach Beginn Aktionsplan	0		679200	268800	20	420						Hansruedi Schudel	1							1	A52B7ADE-6DB2-42F4-8320-CCB007716B98	2005	2005-03-19 00:00:00	Ansiedlung: Ansaat		Hansruedi Schudel		0										Gentner	18.6.04	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			F2D2A21D-AE44-42B4-BAD1-197B9B1DF523	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	8015F983-7540-4D5D-BBCF-0E5DD0214EF1	1	Eglisau	Bahnbord Südost	nur angesät	0		681100	271100									1	1996						1	2F24F0F5-651B-4FAD-B0EA-6069DA588708	1996	1996-11-13 00:00:00	Ansiedlung: Ansaat				0										Meilen, Warzhalden?	33799	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			D9F97720-3565-4BF0-812A-C9F570C009D4	2	Eglisau, Förlibuck					FE55B716-A2F7-44C6-B58B-E54403874AAB	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	1997						0	DAFA2010-6873-42C9-B5F7-D1D95D7CB298	1997	1997-10-01 00:00:00	Ansiedlung: Ansaat				0										Gf5	34195	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			D9F97720-3565-4BF0-812A-C9F570C009D4	2	Eglisau, Förlibuck					362E4167-22EB-4263-A880-D604233F632C	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	1999						0	ED2BE658-945C-4755-A5EC-A9FE0EF8BD8F	1999	1999-09-10 00:00:00	Ansiedlung: Ansaat				0										E2	34536	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			D9F97720-3565-4BF0-812A-C9F570C009D4	2	Eglisau, Förlibuck					D3AEC169-B579-4978-B216-768A6BFC4695	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	1999						0	B524E8F6-6914-4EF5-A33C-E86BEF1878CA	1999	1999-10-01 00:00:00	Ansiedlung: Ansaat				0										Gf2	34543	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			D9F97720-3565-4BF0-812A-C9F570C009D4	2	Eglisau, Förlibuck					B3EB6238-8B5F-44A3-BB02-34E481961B80	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	2000						0	4BB49425-A2D0-45AC-A72F-179459D216B6	2000	2000-10-01 00:00:00	Ansiedlung: Ansaat				0										E2  (Herkunft Gentner & Meilen)	34860	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			D9F97720-3565-4BF0-812A-C9F570C009D4	2	Eglisau, Förlibuck					77733747-38B2-4E3D-9270-71E2E5D1D16B	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	2000						0	B1800873-8E36-484A-85D3-2618A27F2413	2000	2000-10-01 00:00:00	Ansiedlung: Ansaat				0										E3	34866	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			D9F97720-3565-4BF0-812A-C9F570C009D4	2	Eglisau, Förlibuck					1A4D500C-5659-4E3F-A952-A37F3FEE7D25	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	2001						0	FB0AF6D8-D760-4F6B-A736-5BAB81DA0DA1	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat				0										E3	35217	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			D9F97720-3565-4BF0-812A-C9F570C009D4	2	Eglisau, Förlibuck					0F488B06-B64F-4C7F-8F87-75F390437AC6	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	2001						0	09C62A60-6821-4640-A69B-5F8086F403EE	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat				0										Hö/ ursp. Sommerlust/Ho	35613	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			D9F97720-3565-4BF0-812A-C9F570C009D4	2	Eglisau, Förlibuck					C181D419-E5BC-4006-8F83-E8B7DFB4B973	1	Eglisau	Förlibuck	nur angesät	0		682900	269800									1	2001						0	E2E0EE37-FA4D-4AB7-9C8B-C45CAC2503D7	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat				0										Hö/ ursp. Sommerlust/Ho	35620	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			078FFE72-38CB-4D2F-8D64-2968F58D0D4B	3	Eglisau, Gentner	angesiedelt, vor Beginn Aktionsplan	1995			34DE62F1-E7AA-4EFB-8C24-67A27DA6CFD4	1	Eglisau	Gentner	angesiedelt, vor Beginn Aktionsplan	0		681000	271400									1	1995						0	50F7D057-47E6-4872-8ACD-292A34A4B38F	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Meilen	33799	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			078FFE72-38CB-4D2F-8D64-2968F58D0D4B	3	Eglisau, Gentner	angesiedelt, vor Beginn Aktionsplan	1995			780B36F0-84C1-4CD9-B775-AAB229B0BA31	1	Eglisau	Gentner	nur angesät	0		681000	271400									1	1995						0	A528BCA8-8151-4620-9AFB-37BBD9D5D676	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Gentner	34536	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			67DB54BB-854E-41E8-AFB6-C3938BA8FCD9	4	Glattfelden, Verteilstation Hundig EGO			681400	267300	8C565A61-89D1-4240-8A6B-AA63F617D612	1	Glattfelden	Verteilstation Hundig EGO	nur angesät	0		681400	267300						Sandfläche			1	2001						1	5E7DE251-015A-4D64-B47B-C6A4897699B6	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat				0										Hochfelden	35613	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			7C008428-5723-4206-8280-E3CEA23B8581	5	Hüntwangen, Loch Nord					BCDBF33B-8AB4-41AB-854E-C83052323890	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1							0	DDE791BE-5B18-4A71-8CAB-68B542246880	1997	1997-10-01 00:00:00	Ansiedlung: Ansaat				0										Gf5	34195	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			7C008428-5723-4206-8280-E3CEA23B8581	5	Hüntwangen, Loch Nord					C78986D6-88D9-4281-993A-424E58630781	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1							0	DBFF9F03-0B88-40A4-BAF5-3FB01F09C0CA	1999	1999-09-10 00:00:00	Ansiedlung: Ansaat				0										E2	34536	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			7C008428-5723-4206-8280-E3CEA23B8581	5	Hüntwangen, Loch Nord					5623E5C8-2683-4B83-997B-E88531D639A6	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1							0	AC2AF726-A667-46BF-8C34-7E463F4199FE	1999	1999-10-01 00:00:00	Ansiedlung: Ansaat				0										Gf2	34543	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			7C008428-5723-4206-8280-E3CEA23B8581	5	Hüntwangen, Loch Nord					87F9733B-7752-47C7-A42A-8C9D358D254D	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1							0	8DECDC20-7B8D-412C-AB76-5334BA7FDDAD	2000	2000-10-01 00:00:00	Ansiedlung: Ansaat				0										E2  (Herkunft Gentner & Meilen)	34860	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			7C008428-5723-4206-8280-E3CEA23B8581	5	Hüntwangen, Loch Nord					18947C54-8780-4DCF-B908-36EACD58EDF0	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1							0	20484307-5ACD-456B-AA56-B1AC04CA4972	2000	2000-10-01 00:00:00	Ansiedlung: Ansaat				0										E3	34866	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			7C008428-5723-4206-8280-E3CEA23B8581	5	Hüntwangen, Loch Nord					29B02400-1124-47AF-BD66-96138E5A38FE	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1							0	C978C953-538B-4473-B642-A1096E7E5E02	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat				0										E3	35217	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			7C008428-5723-4206-8280-E3CEA23B8581	5	Hüntwangen, Loch Nord					0A7A87DA-045E-4A2F-A140-E2F1126A5E13	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1							0	F8E0DA44-3420-45AC-9633-8C84C23F3D4B	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat				0										Hö/ ursp. Sommerlust/Ho	35613	2010-03-27 00:00:00	KarinMarti	
36790	Anthyllis vulneraria L. s.l.	kein Eintrag			7C008428-5723-4206-8280-E3CEA23B8581	5	Hüntwangen, Loch Nord					8A5A7DB0-1FDA-4372-BFD9-3D6B29DE7477	1	Hüntwangen	Loch Nord	angesiedelt, nach Beginn Aktionsplan	0		680900	271400									1							0	E894FF8E-DC0F-4393-9BD6-38B5B922FF41	2001	2001-10-01 00:00:00	Ansiedlung: Ansaat				0										Hö/ ursp. Sommerlust/Ho	35620	2010-03-27 00:00:00	KarinMarti	
